"NumeroBenevole","Civilite","Nom","Prenom","NomComplet","Email","Telephone","TelephoneMobile","Adresse1","Adresse2","NPA","Ville","DateNaissance","Langues","SituationPersonnelle","Formation","NotesGenerales","NotesInternes","Binome","Statut","DateEntree","Provenance","ProvenanceDetail","DisponibilitesPreferees","CentresInteret","Competences","RecevoirInvitations","ParticiperEvenements","DateCreation","DateDerniereMajProfil","RGPDConsentement","SourceID"
"BEN-01140","Madame","Robert","Dominique","Robert Dominique","dominique.robert@test.ch","410221441233","410774903994","Avenue des Alpes 42","","1217","MEYRIN","14/02/1947 00:00:00","FranÃ§ais","","","","","","Ponctuel","16/11/2022 00:00:00","Autres","","","","","Non","Oui","07/06/2021 11:37:44","2025-12-07 15:02:53","Oui","1140"
"BEN-01148","Monsieur","Petit","Eric","Petit Eric","eric.petit@email.ch","410228174634","410775238051","Chemin des Pins 9","","1208","GENEVE","10/11/1942 00:00:00","FranÃ§ais","","","","","","Ponctuel","20/04/2021 00:00:00","Autres","","","","","Non","Oui","08/07/2021 16:24:17","2025-12-07 15:02:53","Oui","1148"
"BEN-01149","Madame","Durand","Pascal","Durand Pascal","pascal.durand@exemple.ch","410229308933","410786563333","Chemin de Bellevue 29","","1208","GENEVE","15/01/1971 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Non","12/07/2021 13:31:27","2025-12-07 15:02:53","Oui","1149"
"BEN-01150","Madame","Leroy","Olivier","Leroy Olivier","olivier.leroy@mail.ch","410225777753","410798371714","Avenue de France 77","","1206","GENEVE","09/12/1949 00:00:00","FranÃ§ais","","","","","","Ponctuel","19/10/2021 00:00:00","Genève Bénévolat","","","","","Oui","Oui","13/07/2021 12:39:54","2025-12-07 15:02:53","Oui","1150"
"BEN-01155","Madame","Moreau","Bruno","Moreau Bruno","bruno.moreau@contact.ch","410226763592","410792633424","Route de GenÃ¨ve 68","","1207","GENEVE","28/06/1992 00:00:00","FranÃ§ais","","","","","","Ancien","","Autres","","","","","Non","Non","13/08/2021 09:50:12","2025-12-07 15:02:53","Oui","1155"
"BEN-01156","Monsieur","Simon","Vincent","Simon Vincent","vincent.simon@test.ch","410229243642","410774834853","Avenue des Champs 94","","1227","CAROUGE","15/03/1965 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","17/08/2021 12:22:32","2025-12-07 15:02:53","Oui","1156"
"BEN-01157","Madame","Laurent","AgnÃ¨s","Laurent AgnÃ¨s","agnaes.laurent@email.ch","410222356943","410773745967","Route de Lausanne 63","","1218","GRAND-SACONNEX","01/10/1995 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","17/08/2021 12:27:46","2025-12-07 15:02:53","Oui","1157"
"BEN-01158","Madame","Lefebvre","GeneviÃ¨ve","Lefebvre GeneviÃ¨ve","geneviaeve.lefebvre@exemple.ch","410225471138","410789516154","Rue de la Fontaine 29","","1214","VERNIER","22/02/1999 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","17/08/2021 12:36:11","2025-12-07 15:02:53","Oui","1158"
"BEN-01161","Madame","Michel","VÃ©ronique","Michel VÃ©ronique","vaeronique.michel@mail.ch","410228952640","410761672975","Boulevard du RhÃ´ne 41","","1203","GENEVE","28/03/1971 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Services sociaux","","","","","Non","Oui","19/08/2021 15:51:05","2025-12-07 15:02:53","Oui","1161"
"BEN-01162","Monsieur","Garcia","Chantal","Garcia Chantal","chantal.garcia@contact.ch","410221432350","410769541950","Route de Lausanne 42","","1228","PLAN-LES-OUATES","27/10/1975 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","19/08/2021 16:50:35","2025-12-07 15:02:53","Oui","1162"
"BEN-01164","Monsieur","David","Jacqueline","David Jacqueline","jacqueline.david@test.ch","410223961180","410783825490","Rue du Stade 60","","1217","MEYRIN","20/06/1998 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","13/09/2021 15:10:30","2025-12-07 15:02:53","Oui","1164"
"BEN-01166","Monsieur","Bertrand","Robert","Bertrand Robert","robert.bertrand@email.ch","410223968941","410799899528","Rue de la Paix 27","","1203","GENEVE","12/04/1986 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","14/09/2021 16:38:29","2025-12-07 15:02:53","Oui","1166"
"BEN-01167","Madame","Roux","RenÃ©","Roux RenÃ©","renae.roux@exemple.ch","410225973795","410775335990","Avenue des Alpes 95","","1208","GENEVE","27/06/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","14/09/2021 16:46:37","2025-12-07 15:02:53","Oui","1167"
"BEN-01169","Madame","Vincent","Georges","Vincent Georges","georges.vincent@mail.ch","410223459962","410761666061","Rue de la Fontaine 9","","1227","CAROUGE","02/08/1962 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Non","11/10/2021 16:27:50","2025-12-07 15:02:53","Oui","1169"
"BEN-01172","Monsieur","Fournier","Henri","Fournier Henri","henri.fournier@contact.ch","410228329542","410774547442","Rue de la Paix 59","","1207","GENEVE","10/10/1976 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","14/10/2021 10:40:25","2025-12-07 15:02:53","Oui","1172"
"BEN-01173","Monsieur","Morel","Louis","Morel Louis","louis.morel@test.ch","410227458578","410774413847","Route de Ferney 17","","1218","GRAND-SACONNEX","11/01/1977 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","14/10/2021 16:22:59","2025-12-07 15:02:53","Oui","1173"
"BEN-01174","Madame","Girard","Sophie","Girard Sophie","sophie.girard@email.ch","410222705072","410794438772","Avenue du Lac 82","","1206","GENEVE","09/02/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","14/10/2021 16:28:48","2025-12-07 15:02:53","Oui","1174"
"BEN-01175","Madame","AndrÃ©","Marie","AndrÃ© Marie","marie.andrae@exemple.ch","410225917597","410797455054","Route de Lausanne 3","","1204","GENEVE","11/12/1968 00:00:00","FranÃ§ais","","","","","","Actif","","Site Lancy","","","","","Oui","Oui","14/10/2021 16:36:49","2025-12-07 15:02:53","Oui","1175"
"BEN-01176","Madame","Mercier","Isabelle","Mercier Isabelle","isabelle.mercier@mail.ch","410223963372","410778089640","Chemin des Fleurs 41","","1200","GENEVE","11/10/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","14/10/2021 16:45:50","2025-12-07 15:02:53","Oui","1176"
"BEN-01177","Madame","Dupont","Catherine","Dupont Catherine","catherine.dupont@contact.ch","410222565240","410765304916","Chemin de Bellevue 49","","1227","CAROUGE","15/12/1941 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Non","14/10/2021 17:26:51","2025-12-07 15:02:53","Oui","1177"
"BEN-01180","Madame","Lambert","Nathalie","Lambert Nathalie","nathalie.lambert@test.ch","410224473712","410798332965","Avenue du Lac 88","","1209","GENEVE","02/03/1952 00:00:00","FranÃ§ais","","","","","","Ponctuel","15/11/2021 00:00:00","Autres","","","","","Non","Oui","20/10/2021 10:55:27","2025-12-07 15:02:53","Oui","1180"
"BEN-01183","Madame","Bonnet","Pierre","Bonnet Pierre","pierre.bonnet@email.ch","410225704489","410783898490","Chemin des Fleurs 29","","1214","VERNIER","25/02/1986 00:00:00","FranÃ§ais","","","","","","Ponctuel","15/11/2021 00:00:00","Email","","","","","Non","Oui","25/10/2021 13:04:20","2025-12-07 15:02:53","Oui","1183"
"BEN-01184","Madame","FranÃ§ois","Jean","FranÃ§ois Jean","jean.franacois@exemple.ch","410225211191","410781341696","Avenue Victor Hugo 46","","1227","CAROUGE","07/06/1946 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","25/10/2021 13:46:17","2025-12-07 15:02:53","Oui","1184"
"BEN-01185","Madame","Martinez","Marc","Martinez Marc","marc.martinez@mail.ch","410223871247","410769153963","Chemin de la Colline 43","","1200","GENEVE","25/04/1990 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","26/10/2021 12:30:12","2025-12-07 15:02:53","Oui","1185"
"BEN-01186","Madame","Legrand","Philippe","Legrand Philippe","philippe.legrand@contact.ch","410226885666","410766077137","Chemin de la Colline 38","","1206","GENEVE","18/03/1997 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","26/10/2021 12:40:22","2025-12-07 15:02:53","Oui","1186"
"BEN-01187","Madame","Garnier","Laurent","Garnier Laurent","laurent.garnier@test.ch","410229541818","410791364591","Rue de la Paix 83","","1203","GENEVE","28/12/1976 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","02/11/2021 12:27:22","2025-12-07 15:02:53","Oui","1187"
"BEN-01188","Monsieur","Faure","Julie","Faure Julie","julie.faure@email.ch","410226461623","410778441427","Rue de la Fontaine 74","","1218","GRAND-SACONNEX","22/03/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Non","08/11/2021 09:54:55","2025-12-07 15:02:53","Oui","1188"
"BEN-01189","Madame","Rousseau","Christine","Rousseau Christine","christine.rousseau@exemple.ch","410226905551","410798404890","Route de Lausanne 77","","1214","VERNIER","22/12/1973 00:00:00","FranÃ§ais","","","","","","Ponctuel","31/01/2022 00:00:00","Tél","","","","","Non","Oui","09/11/2021 15:59:38","2025-12-07 15:02:53","Oui","1189"
"BEN-01196","Madame","Blanc","Sylvie","Blanc Sylvie","sylvie.blanc@mail.ch","410225287433","410773242097","Rue du Stade 36","","1217","MEYRIN","09/08/1986 00:00:00","FranÃ§ais","","","","","","Ponctuel","14/03/2022 00:00:00","Tél","","","","","Non","Oui","26/01/2022 12:47:01","2025-12-07 15:02:53","Oui","1196"
"BEN-01197","Madame","Guerin","Sandrine","Guerin Sandrine","sandrine.guerin@contact.ch","410226293578","410774996482","Avenue de la LibertÃ© 9","","1200","GENEVE","04/09/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","26/01/2022 14:15:17","2025-12-07 15:02:53","Oui","1197"
"BEN-01198","Madame","Muller","ValÃ©rie","Muller ValÃ©rie","valaerie.muller@test.ch","410226737438","410785288729","Rue de la Mairie 93","","1206","GENEVE","04/10/1987 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","26/01/2022 14:45:44","2025-12-07 15:02:53","Oui","1198"
"BEN-01199","Monsieur","Henry","Michel","Henry Michel","michel.henry@email.ch","410227356651","410784033445","Route de Meyrin 78","","1203","GENEVE","24/09/1958 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","26/01/2022 15:52:04","2025-12-07 15:02:53","Oui","1199"
"BEN-01201","Monsieur","Roussel","Bernard","Roussel Bernard","bernard.roussel@exemple.ch","410223884894","410796637531","Rue du Stade 29","","1209","GENEVE","01/05/1985 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","31/01/2022 09:26:00","2025-12-07 15:02:53","Oui","1201"
"BEN-01202","Monsieur","Nicolas","Alain","Nicolas Alain","alain.nicolas@mail.ch","410222246391","410784318391","Route de Meyrin 45","","1207","GENEVE","20/07/1973 00:00:00","FranÃ§ais","","","","","","Ponctuel","10/02/2022 00:00:00","Tél","","","","","Non","Oui","31/01/2022 12:29:36","2025-12-07 15:02:53","Oui","1202"
"BEN-01204","Madame","Perrin","FranÃ§ois","Perrin FranÃ§ois","franacois.perrin@contact.ch","410229825112","410788811588","Chemin du Moulin 17","","1217","MEYRIN","08/01/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","03/02/2022 10:31:27","2025-12-07 15:02:53","Oui","1204"
"BEN-01205","Madame","Meyer","Thierry","Meyer Thierry","thierry.meyer@test.ch","410224071484","410779327413","Rue du Stade 15","","1217","MEYRIN","06/06/1969 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","03/02/2022 10:40:23","2025-12-07 15:02:53","Oui","1205"
"BEN-01206","Madame","Clement","Anne","Clement Anne","anne.clement@email.ch","410229271531","410785848021","Route de GenÃ¨ve 55","","1205","GENEVE","23/08/1978 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","03/02/2022 10:52:42","2025-12-07 15:02:53","Oui","1206"
"BEN-01207","Madame","Dufour","Martine","Dufour Martine","martine.dufour@exemple.ch","410222106350","410779012354","Chemin des Pins 28","","1206","GENEVE","16/11/1984 00:00:00","FranÃ§ais","","","","","","Ponctuel","15/02/2022 00:00:00","Email","","","","","Non","Oui","03/02/2022 11:50:52","2025-12-07 15:02:53","Oui","1207"
"BEN-01208","Monsieur","Fontaine","FranÃ§oise","Fontaine FranÃ§oise","franacoise.fontaine@mail.ch","410225384454","410768465930","Rue de la Mairie 38","","1218","GRAND-SACONNEX","21/06/1943 00:00:00","FranÃ§ais","","","","","","Ponctuel","01/03/2022 00:00:00","Email","","","","","Non","Oui","03/02/2022 12:03:36","2025-12-07 15:02:53","Oui","1208"
"BEN-01209","Madame","Chevalier","Monique","Chevalier Monique","monique.chevalier@contact.ch","410228581638","410765427927","Rue Jean JaurÃ¨s 65","","1203","GENEVE","13/02/1941 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Non","03/02/2022 12:08:30","2025-12-07 15:02:53","Oui","1209"
"BEN-01211","Madame","Robin","Nicole","Robin Nicole","nicole.robin@test.ch","410224327494","410787298199","Rue de la Paix 20","","1213","PETIT-LANCY","21/04/1940 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","08/02/2022 16:17:47","2025-12-07 15:02:53","Oui","1211"
"BEN-01214","Madame","Martin","Patrick","Martin Patrick","patrick.martin@email.ch","410223286379","410799464310","Rue de la Gare 23","","1227","CAROUGE","02/06/1980 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","16/02/2022 15:00:37","2025-12-07 15:02:53","Oui","1214"
"BEN-01215","Madame","Bernard","Daniel","Bernard Daniel","daniel.bernard@exemple.ch","410223446090","410789293166","Avenue de la Source 8","","1201","GENEVE","17/04/1945 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","16/02/2022 15:37:12","2025-12-07 15:02:53","Oui","1215"
"BEN-01217","Monsieur","Dubois","Christian","Dubois Christian","christian.dubois@mail.ch","410229409393","410789041981","Route de GenÃ¨ve 48","","1227","CAROUGE","28/04/1952 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Oui","17/02/2022 11:02:26","2025-12-07 15:02:53","Oui","1217"
"BEN-01218","Madame","Thomas","Jacques","Thomas Jacques","jacques.thomas@contact.ch","410229896729","410789847442","Chemin du Moulin 75","","1204","GENEVE","25/05/1972 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Oui","23/02/2022 15:05:33","2025-12-07 15:02:53","Oui","1218"
"BEN-01220","Madame","Robert","AndrÃ©","Robert AndrÃ©","andrae.robert@test.ch","410221529518","410773788280","Route de Meyrin 1","","1202","GENEVE","26/08/1970 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","03/03/2022 16:24:30","2025-12-07 15:02:53","Oui","1220"
"BEN-01221","Madame","Petit","CÃ©line","Petit CÃ©line","caeline.petit@email.ch","410222937428","410764823568","Avenue de la LibertÃ© 98","","1228","PLAN-LES-OUATES","25/07/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","09/03/2022 00:00:00","Email","","","","","Non","Oui","03/03/2022 17:45:44","2025-12-07 15:02:53","Oui","1221"
"BEN-01222","Madame","Durand","StÃ©phanie","Durand StÃ©phanie","staephanie.durand@exemple.ch","410221096659","410782854116","Avenue Victor Hugo 12","","1217","MEYRIN","27/05/1956 00:00:00","FranÃ§ais","","","","","","Ponctuel","24/03/2022 00:00:00","Email","","","","","Non","Oui","03/03/2022 17:52:52","2025-12-07 15:02:53","Oui","1222"
"BEN-01223","Madame","Leroy","Corinne","Leroy Corinne","corinne.leroy@mail.ch","410221363991","410779582413","Chemin des Pins 47","","1227","CAROUGE","06/04/1972 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Non","03/03/2022 18:01:46","2025-12-07 15:02:53","Oui","1223"
"BEN-01225","Monsieur","Moreau","Brigitte","Moreau Brigitte","brigitte.moreau@contact.ch","410228591413","410785774413","Chemin de la ForÃªt 19","","1206","GENEVE","06/12/1967 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","16/03/2022 10:49:10","2025-12-07 15:02:53","Oui","1225"
"BEN-01226","Madame","Simon","Dominique","Simon Dominique","dominique.simon@test.ch","410229081118","410792674359","Avenue des Champs 41","","1201","GENEVE","09/02/1963 00:00:00","FranÃ§ais","","","","","","Ponctuel","29/03/2022 00:00:00","Email","","","","","Non","Oui","16/03/2022 11:46:47","2025-12-07 15:02:53","Oui","1226"
"BEN-01227","Madame","Laurent","Eric","Laurent Eric","eric.laurent@email.ch","410227365484","410786331254","Rue de la Paix 7","","1200","GENEVE","04/01/1988 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","16/03/2022 12:10:38","2025-12-07 15:02:53","Oui","1227"
"BEN-01228","Madame","Lefebvre","Pascal","Lefebvre Pascal","pascal.lefebvre@exemple.ch","410225606299","410798103078","Avenue des Alpes 40","","1209","GENEVE","05/04/1966 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Oui","17/03/2022 11:06:55","2025-12-07 15:02:53","Oui","1228"
"BEN-01229","Madame","Michel","Olivier","Michel Olivier","olivier.michel@mail.ch","410224758849","410785863170","Chemin de la Colline 58","","1228","PLAN-LES-OUATES","27/10/1993 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","22/03/2022 17:20:13","2025-12-07 15:02:53","Oui","1229"
"BEN-01230","Madame","Garcia","Bruno","Garcia Bruno","bruno.garcia@contact.ch","410229065098","410778603125","Chemin de Bellevue 16","","1209","GENEVE","27/12/1992 00:00:00","FranÃ§ais","","","","","","Actif","","Tél","","","","","Non","Oui","22/03/2022 17:53:05","2025-12-07 15:02:53","Oui","1230"
"BEN-01235","Monsieur","David","Vincent","David Vincent","vincent.david@test.ch","410229686262","410766403320","Chemin de Bellevue 57","","1203","GENEVE","23/01/1941 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Ukraine","","","","","Non","Non","30/03/2022 11:00:20","2025-12-07 15:02:53","Oui","1235"
"BEN-01236","Monsieur","Bertrand","AgnÃ¨s","Bertrand AgnÃ¨s","agnaes.bertrand@email.ch","410228194747","410779443071","Route de Meyrin 43","","1227","CAROUGE","11/08/1996 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","31/03/2022 16:44:53","2025-12-07 15:02:53","Oui","1236"
"BEN-01240","Madame","Roux","GeneviÃ¨ve","Roux GeneviÃ¨ve","geneviaeve.roux@exemple.ch","410221477735","410778587243","Route de Ferney 40","","1213","PETIT-LANCY","16/09/1959 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Services sociaux","","","","","Non","Non","27/04/2022 16:40:11","2025-12-07 15:02:53","Oui","1240"
"BEN-01241","Madame","Vincent","VÃ©ronique","Vincent VÃ©ronique","vaeronique.vincent@mail.ch","410221454844","410763863258","Avenue du Lac 29","","1228","PLAN-LES-OUATES","01/04/1940 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","28/04/2022 14:32:03","2025-12-07 15:02:53","Oui","1241"
"BEN-01242","Madame","Fournier","Chantal","Fournier Chantal","chantal.fournier@contact.ch","410229824959","410764013896","Avenue des Champs 26","","1200","GENEVE","08/01/1946 00:00:00","FranÃ§ais","","","","","","Ponctuel","26/08/2022 00:00:00","Autres","","","","","Non","Oui","28/04/2022 17:03:10","2025-12-07 15:02:53","Oui","1242"
