"NumeroBeneficiaire","Civilite","Nom","Prenom","NomComplet","Email","Telephone","Adresse1","Adresse2","NPA","Ville","DateNaissance","Besoins","Referent","Horaires","DateDebut","Historique","Statut","RGPDConsentement","RGPDDateConsentement","SourceID"
"BNF-01637","Madame","Robert","Andr̩","Robert Andr̩","andrae.robert@test.ch","410226646124","Chemin du Moulin 64","","1201","GENEVE","03/01/1993 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1637"
"BNF-01641","Madame","Petit","C̩line","Petit C̩line","caeline.petit@email.ch","410221644524","Rue du Parc 11","","1204","GENEVE","08/03/1970 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1641"
"BNF-01642","Madame","Durand","St̩phanie","Durand St̩phanie","staephanie.durand@exemple.ch","410222564941","Rue des Acacias 20","","1208","GENEVE","03/03/1961 00:00:00","","","","26/08/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1642"
"BNF-01647","Madame","Leroy","Corinne","Leroy Corinne","corinne.leroy@mail.ch","410225071054","Route de Meyrin 23","","1227","CAROUGE","23/12/1983 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1647"
"BNF-01649","Madame","Moreau","Brigitte","Moreau Brigitte","brigitte.moreau@contact.ch","410226751812","Rue de la Fontaine 20","","1203","GENEVE","17/05/1983 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1649"
"BNF-01654","Madame","Simon","Dominique","Simon Dominique","dominique.simon@test.ch","410228382610","Route de Meyrin 29","","1205","GENEVE","19/01/1953 00:00:00","","","","01/07/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1654"
"BNF-01655","Madame","Laurent","Eric","Laurent Eric","eric.laurent@email.ch","410221315366","Chemin des Pins 48","","1200","GENEVE","26/07/1997 00:00:00","","","","16/09/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1655"
"BNF-01656","Madame","Lefebvre","Pascal","Lefebvre Pascal","pascal.lefebvre@exemple.ch","410222904636","Rue du Parc 30","","1200","GENEVE","07/11/1995 00:00:00","","","","16/09/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1656"
"BNF-01657","Monsieur","Michel","Olivier","Michel Olivier","olivier.michel@mail.ch","410225437983","Rue de la Gare 86","","1207","GENEVE","18/05/1979 00:00:00","","","","16/09/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1657"
"BNF-01658","Monsieur","Garcia","Bruno","Garcia Bruno","bruno.garcia@contact.ch","410226255627","Chemin des Pins 35","","1200","GENEVE","13/05/1997 00:00:00","","","","10/06/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1658"
"BNF-01660","Madame","David","Vincent","David Vincent","vincent.david@test.ch","410222795690","Avenue des Alpes 96","","1217","MEYRIN","12/11/1959 00:00:00","","","","21/08/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1660"
"BNF-01661","Madame","Bertrand","Agn̬s","Bertrand Agn̬s","agnaes.bertrand@email.ch","410226016710","Chemin des Fleurs 29","","1214","VERNIER","11/08/1989 00:00:00","","","","07/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1661"
"BNF-01662","Madame","Roux","Genevi̬ve","Roux Genevi̬ve","geneviaeve.roux@exemple.ch","410227825369","Rue de la Gare 28","","1205","GENEVE","03/10/1999 00:00:00","","","","07/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1662"
"BNF-01665","Madame","Vincent","V̩ronique","Vincent V̩ronique","vaeronique.vincent@mail.ch","410221595763","Rue de la Mairie 68","","1214","VERNIER","10/12/1988 00:00:00","","","","23/09/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1665"
"BNF-01667","Madame","Fournier","Chantal","Fournier Chantal","chantal.fournier@contact.ch","410223178979","Rue du Parc 33","","1218","GRAND-SACONNEX","06/01/1943 00:00:00","","","","01/10/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1667"
"BNF-01671","Monsieur","Morel","Jacqueline","Morel Jacqueline","jacqueline.morel@test.ch","410224996097","Avenue des Alpes 84","","1228","PLAN-LES-OUATES","14/01/1976 00:00:00","","","","15/01/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1671"
"BNF-01674","Madame","Girard","Robert","Girard Robert","robert.girard@email.ch","410225668640","Boulevard du Rh̫ne 32","","1207","GENEVE","03/11/1976 00:00:00","","","","15/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1674"
"BNF-01676","Monsieur et Madame","Andr̩","Ren̩","Andr̩ Ren̩","renae.andrae@exemple.ch","410225558377","Chemin du Moulin 5","","1208","GENEVE","07/04/1950 00:00:00","","","","07/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1676"
"BNF-01678","Madame","Mercier","Georges","Mercier Georges","georges.mercier@mail.ch","410224126675","Rue du Stade 84","","1217","MEYRIN","17/05/1948 00:00:00","","","","07/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1678"
"BNF-01679","Madame","Dupont","Henri","Dupont Henri","henri.dupont@contact.ch","410222085366","Avenue Victor Hugo 41","","1200","GENEVE","13/06/1950 00:00:00","","","","07/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1679"
"BNF-01680","Madame","Lambert","Louis","Lambert Louis","louis.lambert@test.ch","410223399726","Chemin de la Colline 2","","1202","GENEVE","04/02/1976 00:00:00","","","","07/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1680"
"BNF-01698","Madame","Bonnet","Sophie","Bonnet Sophie","sophie.bonnet@email.ch","410227549894","Chemin de Bellevue 70","","1218","GRAND-SACONNEX","26/02/1974 00:00:00","","","","11/11/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1698"
"BNF-01699","Monsieur","Fran̤ois","Marie","Fran̤ois Marie","marie.franacois@exemple.ch","410223522179","Rue du Commerce 66","","1218","GRAND-SACONNEX","02/10/1971 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1699"
"BNF-01703","Monsieur","Martinez","Isabelle","Martinez Isabelle","isabelle.martinez@mail.ch","410223788169","Avenue de la Source 89","","1205","GENEVE","23/08/1972 00:00:00","","","","01/03/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1703"
"BNF-01710","Madame","Legrand","Catherine","Legrand Catherine","catherine.legrand@contact.ch","410227565795","Rue du Stade 74","","1202","GENEVE","04/09/1960 00:00:00","","","","20/11/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1710"
"BNF-01711","Madame","Garnier","Nathalie","Garnier Nathalie","nathalie.garnier@test.ch","410225113352","Route des Acacias 64","","1209","GENEVE","03/11/1965 00:00:00","","","","01/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1711"
"BNF-01712","Monsieur","Faure","Pierre","Faure Pierre","pierre.faure@email.ch","410223796739","Avenue des Alpes 40","","1205","GENEVE","19/10/1960 00:00:00","","","","01/12/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1712"
"BNF-01714","Madame","Rousseau","Jean","Rousseau Jean","jean.rousseau@exemple.ch","410226969532","Rue de la Gare 46","","1203","GENEVE","03/09/1946 00:00:00","","","","01/02/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1714"
"BNF-01715","Madame","Blanc","Marc","Blanc Marc","marc.blanc@mail.ch","410225174920","Chemin des Vignes 17","","1201","GENEVE","01/10/1943 00:00:00","","","","01/12/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1715"
"BNF-01716","Monsieur","Guerin","Philippe","Guerin Philippe","philippe.guerin@contact.ch","410221331370","Rue du Stade 23","","1206","GENEVE","27/07/1970 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1716"
"BNF-01718","Madame","Muller","Laurent","Muller Laurent","laurent.muller@test.ch","410226679351","Rue de la Gare 76","","1202","GENEVE","10/03/1977 00:00:00","","","","18/11/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1718"
"BNF-01719","Madame","Henry","Julie","Henry Julie","julie.henry@email.ch","410229038090","Rue du Parc 14","","1207","GENEVE","05/08/1960 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1719"
"BNF-01720","Monsieur et Madame","Roussel","Christine","Roussel Christine","christine.roussel@exemple.ch","410221568777","Rue Jean Jaur̬s 77","","1218","GRAND-SACONNEX","26/07/1954 00:00:00","","","","16/12/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1720"
"BNF-01721","Madame","Nicolas","Sylvie","Nicolas Sylvie","sylvie.nicolas@mail.ch","410224712453","Chemin de la For̻t 91","","1200","GENEVE","16/01/1945 00:00:00","","","","16/12/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1721"
"BNF-01722","Madame","Perrin","Sandrine","Perrin Sandrine","sandrine.perrin@contact.ch","410225301481","Chemin des Pins 42","","1218","GRAND-SACONNEX","11/06/1988 00:00:00","","","","16/12/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1722"
"BNF-01740","Madame","Meyer","Val̩rie","Meyer Val̩rie","valaerie.meyer@test.ch","410223198765","Avenue des Alpes 7","","1205","GENEVE","07/10/1975 00:00:00","","","","20/01/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1740"
"BNF-01741","Madame","Clement","Michel","Clement Michel","michel.clement@email.ch","410221892085","Rue de la Mairie 8","","1227","CAROUGE","06/02/1966 00:00:00","","","","03/02/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1741"
"BNF-01742","Monsieur et Madame","Dufour","Bernard","Dufour Bernard","bernard.dufour@exemple.ch","410224101133","Avenue des Champs 44","","1205","GENEVE","13/01/1994 00:00:00","","","","16/12/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1742"
"BNF-01746","Monsieur","Fontaine","Alain","Fontaine Alain","alain.fontaine@mail.ch","410225045678","Chemin de Bellevue 69","","1200","GENEVE","18/09/1980 00:00:00","","","","30/07/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1746"
"BNF-01747","Madame","Chevalier","Fran̤ois","Chevalier Fran̤ois","franacois.chevalier@contact.ch","410223887822","Avenue des Champs 62","","1204","GENEVE","08/08/1947 00:00:00","","","","02/08/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1747"
"BNF-01748","Madame","Robin","Thierry","Robin Thierry","thierry.robin@test.ch","410224659276","Rue de la Gare 31","","1217","MEYRIN","08/10/1957 00:00:00","","","","07/08/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1748"
"BNF-01750","Madame","Martin","Anne","Martin Anne","anne.martin@email.ch","410229413336","Rue Jean Jaur̬s 68","","1200","GENEVE","01/10/1970 00:00:00","","","","15/08/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1750"
"BNF-01752","Madame","Bernard","Martine","Bernard Martine","martine.bernard@exemple.ch","410222045629","Chemin de Bellevue 40","","1208","GENEVE","03/10/1994 00:00:00","","","","19/09/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1752"
"BNF-01753","Monsieur","Dubois","Fran̤oise","Dubois Fran̤oise","franacoise.dubois@mail.ch","410227276195","Rue de la Paix 28","","1217","MEYRIN","07/05/1975 00:00:00","","","","15/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1753"
"BNF-01754","Monsieur","Thomas","Monique","Thomas Monique","monique.thomas@contact.ch","410229101064","Rue des Ecoles 94","","1218","GRAND-SACONNEX","19/08/1952 00:00:00","","","","10/12/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1754"
"BNF-01755","Monsieur","Robert","Nicole","Robert Nicole","nicole.robert@test.ch","410225212421","Avenue de la Source 26","","1213","PETIT-LANCY","13/11/1961 00:00:00","","","","19/12/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1755"
"BNF-01756","Madame","Petit","Patrick","Petit Patrick","patrick.petit@email.ch","410226762783","Avenue du Lac 62","","1204","GENEVE","19/05/1951 00:00:00","","","","03/10/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1756"
"BNF-01757","Madame","Durand","Daniel","Durand Daniel","daniel.durand@exemple.ch","410229105014","Avenue des Champs 57","","1204","GENEVE","28/05/1959 00:00:00","","","","07/11/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1757"
"BNF-01758","Madame","Leroy","Christian","Leroy Christian","christian.leroy@mail.ch","410225337758","Route de Meyrin 89","","1203","GENEVE","17/01/1979 00:00:00","","","","07/11/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1758"
"BNF-01759","Madame","Moreau","Jacques","Moreau Jacques","jacques.moreau@contact.ch","410222422433","Route des Acacias 39","","1209","GENEVE","14/12/1943 00:00:00","","","","10/02/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1759"
"BNF-01772","Monsieur","Simon","Andr̩","Simon Andr̩","andrae.simon@test.ch","410221906433","Boulevard du Rh̫ne 52","","1217","MEYRIN","22/04/1949 00:00:00","","","","12/01/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1772"
"BNF-01773","Monsieur","Laurent","C̩line","Laurent C̩line","caeline.laurent@email.ch","410228127750","Rue des Acacias 18","","1217","MEYRIN","25/02/1983 00:00:00","","","","05/04/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1773"
"BNF-01774","Madame","Lefebvre","St̩phanie","Lefebvre St̩phanie","staephanie.lefebvre@exemple.ch","410225048686","Rue du Stade 79","","1227","CAROUGE","09/06/1995 00:00:00","","","","05/04/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1774"
"BNF-01775","Madame","Michel","Corinne","Michel Corinne","corinne.michel@mail.ch","410224012283","Rue du Stade 89","","1214","VERNIER","13/01/1971 00:00:00","","","","10/02/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1775"
"BNF-01776","Madame","Garcia","Brigitte","Garcia Brigitte","brigitte.garcia@contact.ch","410228468526","Avenue de la Libert̩ 43","","1206","GENEVE","22/11/1983 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1776"
"BNF-01779","Madame","David","Dominique","David Dominique","dominique.david@test.ch","410227817629","Avenue de France 27","","1208","GENEVE","06/10/1995 00:00:00","","","","12/11/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1779"
"BNF-01780","Monsieur","Bertrand","Eric","Bertrand Eric","eric.bertrand@email.ch","410227538998","Chemin du Moulin 10","","1200","GENEVE","01/11/1973 00:00:00","","","","24/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1780"
"BNF-01781","Madame","Roux","Pascal","Roux Pascal","pascal.roux@exemple.ch","410226715474","Rue du Stade 70","","1206","GENEVE","01/12/1967 00:00:00","","","","18/11/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1781"
"BNF-01782","Madame","Vincent","Olivier","Vincent Olivier","olivier.vincent@mail.ch","410226941465","Rue de la Mairie 89","","1206","GENEVE","22/05/1974 00:00:00","","","","28/11/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1782"
"BNF-01783","Madame","Fournier","Bruno","Fournier Bruno","bruno.fournier@contact.ch","410226735726","Boulevard du Rh̫ne 48","","1217","MEYRIN","27/11/1979 00:00:00","","","","07/01/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1783"
"BNF-01784","Madame","Morel","Vincent","Morel Vincent","vincent.morel@test.ch","410225559733","Route des Acacias 35","","1209","GENEVE","14/09/1947 00:00:00","","","","28/01/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1784"
"BNF-01785","Madame","Girard","Agn̬s","Girard Agn̬s","agnaes.girard@email.ch","410223399713","Rue des Acacias 20","","1206","GENEVE","22/04/1976 00:00:00","","","","30/01/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1785"
"BNF-01798","Monsieur","Andr̩","Genevi̬ve","Andr̩ Genevi̬ve","geneviaeve.andrae@exemple.ch","410228729325","Rue Jean Jaur̬s 19","","1213","PETIT-LANCY","12/08/1952 00:00:00","","","","17/03/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1798"
"BNF-01820","Monsieur","Mercier","V̩ronique","Mercier V̩ronique","vaeronique.mercier@mail.ch","410229907563","Rue de la Gare 13","","1209","GENEVE","25/10/1940 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1820"
"BNF-01831","Monsieur et Madame","Dupont","Chantal","Dupont Chantal","chantal.dupont@contact.ch","410221607353","Chemin de la For̻t 48","","1218","GRAND-SACONNEX","06/03/1991 00:00:00","","","","13/03/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1831"
"BNF-01838","Monsieur","Lambert","Jacqueline","Lambert Jacqueline","jacqueline.lambert@test.ch","410223542171","Rue du Stade 80","","1206","GENEVE","20/10/1982 00:00:00","","","","17/02/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1838"
"BNF-01839","Madame","Bonnet","Robert","Bonnet Robert","robert.bonnet@email.ch","410224748476","Chemin de la Colline 35","","1201","GENEVE","14/10/1943 00:00:00","","","","25/02/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1839"
"BNF-01840","Madame","Fran̤ois","Ren̩","Fran̤ois Ren̩","renae.franacois@exemple.ch","410228553416","Chemin de la For̻t 42","","1202","GENEVE","11/07/1987 00:00:00","","","","31/03/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1840"
"BNF-01841","Monsieur","Martinez","Georges","Martinez Georges","georges.martinez@mail.ch","410228958478","Rue Jean Jaur̬s 37","","1205","GENEVE","07/02/1954 00:00:00","","","","01/04/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1841"
"BNF-01842","Madame","Legrand","Henri","Legrand Henri","henri.legrand@contact.ch","410225825578","Chemin des Vignes 14","","1202","GENEVE","18/12/1947 00:00:00","","","","07/04/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1842"
"BNF-01843","Madame","Garnier","Louis","Garnier Louis","louis.garnier@test.ch","410228534489","Chemin de Bellevue 57","","1208","GENEVE","27/04/1998 00:00:00","","","","08/05/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1843"
"BNF-01869","Monsieur","Faure","Sophie","Faure Sophie","sophie.faure@email.ch","410225309660","Rue du Parc 25","","1214","VERNIER","07/10/1958 00:00:00","","","","03/07/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1869"
"BNF-01885","Monsieur et Madame","Rousseau","Marie","Rousseau Marie","marie.rousseau@exemple.ch","410223102164","Avenue du Lac 99","","1208","GENEVE","28/12/1954 00:00:00","","","","07/07/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1885"
"BNF-01886","Madame","Blanc","Isabelle","Blanc Isabelle","isabelle.blanc@mail.ch","410228629653","Rue de la Mairie 2","","1202","GENEVE","18/03/1949 00:00:00","","","","15/05/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1886"
"BNF-01887","Monsieur","Guerin","Catherine","Guerin Catherine","catherine.guerin@contact.ch","410228935762","Rue Jean Jaur̬s 3","","1207","GENEVE","14/04/1982 00:00:00","","","","05/06/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1887"
"BNF-01888","Monsieur","Muller","Nathalie","Muller Nathalie","nathalie.muller@test.ch","410221196112","Avenue Victor Hugo 97","","1228","PLAN-LES-OUATES","10/09/1998 00:00:00","","","","10/06/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1888"
"BNF-01889","Monsieur","Henry","Pierre","Henry Pierre","pierre.henry@email.ch","410228583957","Rue des Acacias 8","","1200","GENEVE","04/06/1985 00:00:00","","","","11/06/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1889"
"BNF-01890","Madame","Roussel","Jean","Roussel Jean","jean.roussel@exemple.ch","410221055582","Rue du Stade 47","","1202","GENEVE","12/02/1943 00:00:00","","","","14/07/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1890"
"BNF-01899","Madame","Nicolas","Marc","Nicolas Marc","marc.nicolas@mail.ch","410221195389","Rue des Acacias 28","","1227","CAROUGE","07/11/1998 00:00:00","","","","01/03/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1899"
"BNF-01901","Madame","Perrin","Philippe","Perrin Philippe","philippe.perrin@contact.ch","410222776825","Rue du Commerce 93","","1209","GENEVE","01/06/1968 00:00:00","","","","01/03/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1901"
"BNF-01910","Monsieur","Meyer","Laurent","Meyer Laurent","laurent.meyer@test.ch","410229903583","Avenue du Lac 46","","1207","GENEVE","20/05/1950 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1910"
"BNF-01913","Monsieur","Clement","Julie","Clement Julie","julie.clement@email.ch","410228996317","Chemin des Pins 10","","1208","GENEVE","02/12/1954 00:00:00","","","","09/09/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1913"
"BNF-01915","Monsieur","Dufour","Christine","Dufour Christine","christine.dufour@exemple.ch","410229403791","Rue de la Fontaine 56","","1204","GENEVE","26/07/1979 00:00:00","","","","01/03/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1915"
"BNF-01916","Madame","Fontaine","Sylvie","Fontaine Sylvie","sylvie.fontaine@mail.ch","410228155136","Rue de la Gare 67","","1213","PETIT-LANCY","01/06/1991 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1916"
